gender,age,resident_type,cyber_awareness,password_strength,antivirus,socialmedia,occupation,internet_usage,cybercrime_victim,crime,found_solution,reported_crime,not_repoted_reason
M,31,VILLAGE,NO,WEAK,NO,NO,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,32,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,33,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,34,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,35,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,36,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,37,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,38,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,39,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,31,VILLAGE,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,32,CITY,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,33,CITY,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,34,CITY,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,35,CITY,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,36,CITY,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,37,CITY,YES,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,38,CITY,YES,WEAK,NO,YES,GOV/IT EMPLOYEE,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,39,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,31,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,32,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,33,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,34,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,35,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,36,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,37,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,38,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,39,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,31,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,32,CITY,NO,WEAK,NO,NO,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,DON’T KNOW HOW TO REPORT
M,33,CITY,NO,WEAK,NO,NO,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,34,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,35,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,36,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,37,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,38,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,39,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,NO,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,VILLAGE,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,31,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,47,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,41,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,44,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,46,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,47,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,50,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,50,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,50,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,48,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,49,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,49,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,43,CITY,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,45,CITY,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,41,CITY,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,42,CITY,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,43,CITY,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,44,CITY,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,STRONG,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,STRONG,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,47,VILLAGE,NO,STRONG,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,STRONG,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,STRONG,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,STRONG,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,STRONG,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,STRONG,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,46,VILLAGE,NO,WEAK,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,47,VILLAGE,NO,WEAK,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,50,VILLAGE,NO,WEAK,YES,NO,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,50,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,50,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,WEAK,YES,YES,UN EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,48,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,47,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,41,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,44,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,43,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,47,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,48,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,41,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,44,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,45,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,43,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,46,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,47,VILLAGE,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,50,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,50,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,48,VILLAGE,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,49,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,CITY,NO,STRONG,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,41,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,42,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,43,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,44,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,46,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,47,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,48,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,41,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,43,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,44,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,45,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,43,CITY,NO,WEAK,YES,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,46,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,47,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,50,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
M,48,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,YES,YES,WAS AFRAID
